,name,sid,race,college,psat,gpa,honors,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9
2040,Nick Alice,2041,other,Mount Yo-yo College,89.0,1.3646878860757814,9,,,,,,,,,,
2041,Tom Rowe,2042,other,Cranberry Lemon University,210.0,3.2234304962499403,9,,,,,,,,,,
2042,Sam Brown,2043,white,Starfish University,199.0,3.254320932721047,4,,,,,,,,,,
2043,Kayla Brown,2044,aa,Mount Yo-yo College,103.0,2.13474216939228,0,,,,,,,,,,
2044,Michelangelo Lin,2045,white,Cranberry Lemon University,236.0,3.742514556288251,7,,,,,,,,,,
2045,Michelangelo Eneva,2046,latino,Mount Yo-yo College,86.0,1.0001651519928267,7,,,,,,,,,,
2046,Matt Rowe,2047,latino,Starfish University,110.0,2.4132573988633235,6,,,,,,,,,,
2047,Sam Mader,2048,latino,Whale University,197.0,3.1273086309881215,4,,,,,,,,,,
2048,Chris Gee,2049,aa,Starfish University,182.0,3.3490933645400034,1,,,,,,,,,,
2049,Tom Gee,2050,other,Starfish University,195.0,3.3383010348233415,3,,,,,,,,,,
2050,Rayid Adhikari,2051,aa,Mount Yo-yo College,111.0,2.3719439614591207,1,,,,,,,,,,
2051,Varoon Vohra,2052,other,Starfish University,198.0,3.8152869991764287,3,,,,,,,,,,
2052,Andrea Lin,2053,aa,Mount Yo-yo College,73.0,1.80525751982902,7,,,,,,,,,,
2053,Allen Eneva,2054,aa,Institute of Banana Harvesting,60,1.0239900848885855,6,,,,,,,,,,
2054,Juan-Pablo Brown,2055,aa,Cappybara Community College,80.0,1.9977024275346513,1,,,,,,,,,,
2055,Edward Mader,2056,latino,Aardvark University,139.0,2.52067898092071,10,,,,,,,,,,
2056,Sam Brock,2057,aa,Cappybara Community College,98.0,1.7087672484310912,10,,,,,,,,,,
2057,Chris Rowe,2058,latino,Institute of Banana Harvesting,116.0,1.369356395566533,4,,,,,,,,,,
2058,Sophia Brown,2059,other,Mount Yo-yo College,60.0,1.3182792118806566,2,,,,,,,,,,
2059,Rayid McFowland,2060,white,Aardvark University,89.0,1.6204196763938534,7,,,,,,,,,,
2060,Allen Vohra,2061,aa,Cranberry Lemon University,227.0,3.945614440380197,5,,,,,,,,,,
2061,Elena Jacobs,2062,other,Mount Yo-yo College,60,1.245161866712618,2,,,,,,,,,,
2062,Zahra Mader,2063,aa,Whale University,127.0,1.791310265458515,4,,,,,,,,,,
2063,Juan-Pablo Shah,2064,latino,Starfish University,240,3.511703172673629,9,,,,,,,,,,
2064,John Leiby,2065,latino,Institute of Banana Harvesting,106.0,1.0836653773275007,6,,,,,,,,,,
2065,Nick Ghani,2066,white,Institute of Banana Harvesting,148.0,2.213299859971799,6,,,,,,,,,,
2066,Varoon Leiby,2067,latino,Aardvark University,118.0,2.630599435715084,9,,,,,,,,,,
2067,Zahra Adhikari,2068,other,Starfish University,135.0,2.4185082213314084,3,,,,,,,,,,
2068,Nick Gee,2069,white,Aardvark University,138.0,2.7821623681747107,7,,,,,,,,,,
2069,Juan-Pablo Gee,2070,white,Cranberry Lemon University,189.0,2.994073238218395,1,,,,,,,,,,
2070,Jonathan D'Agnostino,2071,aa,Whale University,183.0,2.7124490680434796,9,,,,,,,,,,
2071,Kayla Ashktorab,2072,aa,Mount Yo-yo College,63.0,1.2929107288083002,1,,,,,,,,,,
2072,John Su,2073,other,Starfish University,200.0,3.8277531452625335,0,,,,,,,,,,
2073,Elena Brock,2074,white,Aardvark University,162.0,2.1805158819068025,2,,,,,,,,,,
2074,Vidhur Auerbach,2075,aa,Whale University,180.0,3.299600550568748,1,,,,,,,,,,
2075,Nihar Lin,2076,aa,Cappybara Community College,103.0,1.7069980967975482,3,,,,,,,,,,
2076,Tom Ashktorab,2077,latino,Mount Yo-yo College,74.0,1.4130899997911535,9,,,,,,,,,,
2077,Varoon Meinshausen,2078,other,Whale University,161.0,2.348119074074941,2,,,,,,,,,,
2078,Rayid Vohra,2079,aa,Cappybara Community College,131.0,2.472110842238324,6,,,,,,,,,,
2079,Jonathan Ashktorab,2080,latino,Whale University,144.0,3.2078033230835157,3,,,,,,,,,,
2080,Zahra Gee,2081,white,Cranberry Lemon University,206.0,2.636669487248779,7,,,,,,,,,,
2081,Rayid Lin,2082,latino,Cappybara Community College,133.0,1.4205838490751281,7,,,,,,,,,,
2082,Sam Jacobs,2083,aa,Cappybara Community College,124.0,2.8845156585343714,9,,,,,,,,,,
2083,Kayla Ghani,2084,latino,Starfish University,164.0,3.485653275141865,7,,,,,,,,,,
2084,Andrea Rowe,2085,latino,Starfish University,146.0,3.210839282636527,7,,,,,,,,,,
2085,Varoon Velez,2086,latino,Institute of Banana Harvesting,139.0,1.525217669428785,7,,,,,,,,,,
2086,Paul Jacobs,2087,other,Whale University,174.0,3.694895681343486,4,,,,,,,,,,
2087,Varoon Bashyakarla,2088,white,Whale University,216.0,3.7706994136231566,1,,,,,,,,,,
2088,Juan-Pablo Alice,2089,other,Cappybara Community College,95.0,1.0738395067633721,8,,,,,,,,,,
2089,Rayid Meinshausen,2090,aa,Whale University,143.0,2.5045041750309185,2,,,,,,,,,,
2090,Matt Brock,2091,white,Aardvark University,158.0,2.0134049004947694,6,,,,,,,,,,
2091,Rayid Ashktorab,2092,latino,Starfish University,209.0,3.6841309420283608,8,,,,,,,,,,
2092,Elena Su,2093,white,Cranberry Lemon University,214.0,3.2621510749326568,4,,,,,,,,,,
2093,Vidhur Shah,2094,latino,Cappybara Community College,81.0,2.1769953054880085,1,,,,,,,,,,
2094,Juan-Pablo Shah,2095,latino,Starfish University,232.0,3.7735522714575405,10,,,,,,,,,,
2095,Sam Brock,2096,aa,Institute of Banana Harvesting,61.0,1.348402442454823,7,,,,,,,,,,
2096,Vidhur Ghani,2097,white,Aardvark University,125.0,2.516712905648471,9,,,,,,,,,,
2097,Zahra D'Agnostino,2098,other,Starfish University,212.0,2.836360932407181,10,,,,,,,,,,
2098,Kayla Ashktorab,2099,latino,Mount Yo-yo College,91.0,1.434151174450189,7,,,,,,,,,,
2099,Nick Jacobs,2100,aa,Institute of Banana Harvesting,60,1.0300455009878373,6,,,,,,,,,,
2100,Nick Jacobs,2101,white,Starfish University,188.0,3.522363400155027,9,,,,,,,,,,
2101,John Su,2102,white,Mount Yo-yo College,65.0,1.8936913119233367,2,,,,,,,,,,
2102,Elena Alice,2103,latino,Aardvark University,136.0,1.8246302129009662,4,,,,,,,,,,
2103,Kayla Alice,2104,aa,Mount Yo-yo College,80.0,1.2225794277697968,10,,,,,,,,,,
2104,Elena McFowland,2105,other,Cappybara Community College,106.0,2.127535602049341,7,,,,,,,,,,
2105,Kayla Brown,2106,aa,Cranberry Lemon University,240,3.616970948098079,4,,,,,,,,,,
2106,Paul Brock,2107,latino,Mount Yo-yo College,60,1.1783283346761917,2,,,,,,,,,,
2107,Nathan Jacobs,2108,latino,Whale University,154.0,2.4870462974993766,4,,,,,,,,,,
2108,Sam Rowe,2109,latino,Mount Yo-yo College,115.0,1.1609102940393368,0,,,,,,,,,,
2109,Nihar Ghani,2110,other,Mount Yo-yo College,74.0,1.382634633804999,4,,,,,,,,,,
2110,Michelangelo Ashktorab,2111,white,Starfish University,179.0,2.466182271480057,6,,,,,,,,,,
2111,Zahra Leiby,2112,other,Institute of Banana Harvesting,239.0,3.285718964267087,7,,,,,,,,,,
2112,Kayla Brock,2113,latino,Aardvark University,165.0,2.4646439152115183,2,,,,,,,,,,
2113,Nathan Brock,2114,white,Whale University,147.0,1.9891793584911568,8,,,,,,,,,,
2114,John Rowe,2115,white,Starfish University,199.0,3.326709670797979,7,,,,,,,,,,
2115,Sophia Leiby,2116,other,Institute of Banana Harvesting,99.0,1.0890602342068298,10,,,,,,,,,,
2116,Michelangelo Rowe,2117,white,Mount Yo-yo College,74.0,1.8678100759689982,3,,,,,,,,,,
2117,Rayid Eneva,2118,latino,Mount Yo-yo College,92.0,1.3379429507873388,7,,,,,,,,,,
2118,Sam Velez,2119,other,Whale University,165.0,3.569966275908068,6,,,,,,,,,,
2119,Paul Plagge,2120,aa,Whale University,189.0,2.758561346210993,0,,,,,,,,,,
2120,Allen Brock,2121,other,Whale University,240,3.507168700450692,2,,,,,,,,,,
2121,Vidhur Vohra,2122,aa,Aardvark University,174.0,2.3399267408913147,5,,,,,,,,,,
2122,Nihar Shah,2123,white,Whale University,156.0,2.9170186127448634,8,,,,,,,,,,
2123,Michelangelo Adhikari,2124,white,Cranberry Lemon University,240,3.4529362944690893,10,,,,,,,,,,
2124,Nihar Leiby,2125,latino,Cranberry Lemon University,240,3.825360747648176,3,,,,,,,,,,
2125,Vidhur Su,2126,white,Starfish University,230.0,3.3427448843152514,6,,,,,,,,,,
2126,Sophia Su,2127,other,Starfish University,159.0,3.2391515437282856,3,,,,,,,,,,
2127,Zahra Brown,2128,white,Cranberry Lemon University,218.0,3.13934491694786,5,,,,,,,,,,
2128,Michelangelo Rowe,2129,white,Institute of Banana Harvesting,124.0,1.4536559795588904,4,,,,,,,,,,
2129,Paul Alice,2130,aa,Cranberry Lemon University,214.0,3.3063141444265356,3,,,,,,,,,,
2130,Nathan Mader,2131,aa,Cranberry Lemon University,230.0,3.713460157731703,9,,,,,,,,,,
2131,Rayid Meinshausen,2132,white,Aardvark University,123.0,2.29079846827451,4,,,,,,,,,,
2132,Allen Plagge,2133,aa,Aardvark University,146.0,2.5904024664737557,10,,,,,,,,,,
2133,Sophia Ashktorab,2134,aa,Mount Yo-yo College,68.0,1.2763759383119295,4,,,,,,,,,,
2134,Elena Ashktorab,2135,aa,Starfish University,149.0,2.7093809468319225,7,,,,,,,,,,
2135,Sam Velez,2136,white,Mount Yo-yo College,109.0,1.3162922419797989,3,,,,,,,,,,
2136,Paul D'Agnostino,2137,aa,Starfish University,206.0,3.788615274411777,8,,,,,,,,,,
2137,Rayid Shah,2138,white,Cappybara Community College,118.0,2.6929498274827024,0,,,,,,,,,,
2138,Jonathan Ashktorab,2139,other,Whale University,96.0,1.2349635326208457,9,,,,,,,,,,
2139,Elena Velez,2140,latino,Cranberry Lemon University,215.0,3.9480084207022648,0,,,,,,,,,,
2140,Elena Rowe,2141,white,Mount Yo-yo College,79.0,1.3358689169914437,0,,,,,,,,,,
2141,Elena Rowe,2142,other,Institute of Banana Harvesting,60,1.2481208549807015,2,,,,,,,,,,
2142,Nick Brock,2143,other,Aardvark University,147.0,2.8206289274303273,8,,,,,,,,,,
2143,Rayid Mader,2144,aa,Whale University,173.0,3.572311413534435,4,,,,,,,,,,
2144,Andrea Adhikari,2145,other,Cappybara Community College,107.0,1.305406892414201,2,,,,,,,,,,
2145,Kayla Rowe,2146,white,Whale University,165.0,3.398473045925645,1,,,,,,,,,,
2146,Edward Ghani,2147,white,Mount Yo-yo College,60,1.060791406167822,5,,,,,,,,,,
2147,Nathan Shah,2148,latino,Aardvark University,105.0,2.5186986338220487,1,,,,,,,,,,
2148,Nathan D'Agnostino,2149,aa,Cappybara Community College,115.0,1.4707850249884298,10,,,,,,,,,,
2149,Vidhur Eneva,2150,other,Starfish University,240.0,3.3297125607689146,7,,,,,,,,,,
2150,Vidhur Leiby,2151,other,Whale University,180.0,2.903124080437618,3,,,,,,,,,,
2151,Allen Adhikari,2152,latino,Starfish University,223.0,3.5862848390999207,7,,,,,,,,,,
2152,Paul Auerbach,2153,white,Whale University,196.0,2.7284615779615278,3,,,,,,,,,,
2153,John Mader,2154,aa,Mount Yo-yo College,60,1.3087080671245874,10,,,,,,,,,,
2154,Juan-Pablo Su,2155,white,Cranberry Lemon University,240,3.849374796921639,8,,,,,,,,,,
2155,Zahra Bashyakarla,2156,latino,Aardvark University,85.0,1.8827601300464356,6,,,,,,,,,,
2156,Andrea Su,2157,aa,Aardvark University,96.0,2.378743025479606,1,,,,,,,,,,
2157,Michelangelo Shah,2158,white,Aardvark University,118.0,2.252923512753763,7,,,,,,,,,,
2158,Chris Plagge,2159,other,Institute of Banana Harvesting,219.0,3.8847195146168954,9,,,,,,,,,,
2159,Nihar Shah,2160,other,Institute of Banana Harvesting,115.0,1.5501228943619563,10,,,,,,,,,,
2160,Juan-Pablo Plagge,2161,latino,Whale University,99.0,2.410933469121422,5,,,,,,,,,,
2161,John Adhikari,2162,other,Cappybara Community College,101.0,1.1108240891847325,8,,,,,,,,,,
2162,Matt Plagge,2163,other,Aardvark University,156.0,3.1178208972317405,6,,,,,,,,,,
2163,Matt Rowe,2164,other,Cranberry Lemon University,153.0,3.1971432292579807,10,,,,,,,,,,
2164,Nick Adhikari,2165,aa,Cranberry Lemon University,203.0,2.5984766806799184,2,,,,,,,,,,
2165,Rayid Eneva,2166,white,Starfish University,165.0,2.47304928391436,6,,,,,,,,,,
2166,Juan-Pablo Su,2167,other,Cappybara Community College,159.0,2.5431371603854265,1,,,,,,,,,,
2167,Elena Eneva,2168,aa,Whale University,184.0,3.2066073570292595,9,,,,,,,,,,
2168,Tom Gee,2169,white,Whale University,134.0,2.7155325004384676,3,,,,,,,,,,
2169,Nick Alice,2170,other,Mount Yo-yo College,60,1.2063261124085987,10,,,,,,,,,,
2170,Nathan Velez,2171,other,Mount Yo-yo College,86.0,1.1809447558019859,5,,,,,,,,,,
2171,Varoon Bashyakarla,2172,latino,Cranberry Lemon University,240,3.584972650674188,5,,,,,,,,,,
2172,Jonathan Mader,2173,latino,Starfish University,191.0,3.132326354924376,7,,,,,,,,,,
2173,Elena Adhikari,2174,aa,Mount Yo-yo College,94.0,1.0788434040657549,1,,,,,,,,,,
2174,Elena Ashktorab,2175,latino,Starfish University,178.0,3.2962437062787986,8,,,,,,,,,,
2175,Juan-Pablo Vohra,2176,latino,Aardvark University,157.0,2.0210838160376885,2,,,,,,,,,,
2176,Nathan Rowe,2177,white,Whale University,206.0,2.76233580385336,9,,,,,,,,,,
2177,Sophia McFowland,2178,latino,Whale University,175.0,3.135213444322762,4,,,,,,,,,,
2178,Edward Brock,2179,other,Cappybara Community College,94.0,2.029741337548369,8,,,,,,,,,,
2179,Edward Gee,2180,aa,Aardvark University,60,1.060094880016988,1,,,,,,,,,,
2180,Allen Ghani,2181,white,Cranberry Lemon University,219.0,3.9188596491499887,6,,,,,,,,,,
2181,Tom Brown,2182,latino,Mount Yo-yo College,77.0,2.05129459111706,8,,,,,,,,,,
2182,Elena Alice,2183,latino,Cranberry Lemon University,240,3.4698398698067305,4,,,,,,,,,,
2183,Edward Eneva,2184,aa,Aardvark University,60,1.4081548619747688,9,,,,,,,,,,
2184,Michelangelo Brock,2185,white,Institute of Banana Harvesting,185.0,2.3565935810900074,8,,,,,,,,,,
2185,Nihar Brown,2186,aa,Cappybara Community College,109.0,2.277296222812304,6,,,,,,,,,,
2186,Chris D'Agnostino,2187,other,Cappybara Community College,107.0,2.0214321152515877,3,,,,,,,,,,
2187,Kayla Shah,2188,latino,Aardvark University,89.0,1.782533840657718,4,,,,,,,,,,
2188,Matt Mader,2189,other,Cranberry Lemon University,198.0,3.8867992471918744,2,,,,,,,,,,
2189,Edward Ashktorab,2190,white,Starfish University,240,3.7842497110143185,2,,,,,,,,,,
2190,Rayid Ashktorab,2191,other,Cappybara Community College,60,1.0516428248642864,0,,,,,,,,,,
2191,Matt Shah,2192,white,Whale University,199.0,2.831704793569312,9,,,,,,,,,,
2192,Chris Jacobs,2193,other,Whale University,154.0,2.9125604416894233,4,,,,,,,,,,
2193,Paul Plagge,2194,other,Starfish University,181.0,3.751567768602628,5,,,,,,,,,,
2194,Nihar Ashktorab,2195,latino,Cranberry Lemon University,240,3.430340135581722,8,,,,,,,,,,
2195,Matt McFowland,2196,other,Whale University,143.0,2.8655986887680065,4,,,,,,,,,,
2196,Juan-Pablo D'Agnostino,2197,other,Whale University,201.0,2.9094355690340974,0,,,,,,,,,,
2197,Varoon Velez,2198,white,Starfish University,161.0,3.250364200168894,4,,,,,,,,,,
2198,Andrea Jacobs,2199,latino,Starfish University,199.0,2.6402913004227724,4,,,,,,,,,,
2199,Andrea Ashktorab,2200,latino,Cappybara Community College,133.0,2.1651676345879403,6,,,,,,,,,,
2200,Andrea Vohra,2201,latino,Whale University,148.0,3.2077825897503036,9,,,,,,,,,,
2201,Rayid Gee,2202,white,Institute of Banana Harvesting,89.0,1.954720595798661,10,,,,,,,,,,
2202,Nathan Adhikari,2203,white,Aardvark University,66.0,1.430557645270567,10,,,,,,,,,,
2203,Matt D'Agnostino,2204,white,Starfish University,158.0,3.078348933526677,9,,,,,,,,,,
2204,Juan-Pablo Meinshausen,2205,other,Cranberry Lemon University,238.0,3.966094331666846,7,,,,,,,,,,
2205,Nick Mader,2206,latino,Cranberry Lemon University,218.0,3.446169244929062,6,,,,,,,,,,
2206,Vidhur Mader,2207,latino,Mount Yo-yo College,86.0,1.4649691730137824,10,,,,,,,,,,
2207,Elena Adhikari,2208,other,Cranberry Lemon University,197.0,2.7844857629815314,2,,,,,,,,,,
2208,Paul Alice,2209,aa,Whale University,234.0,3.230002788642357,4,,,,,,,,,,
2209,Varoon Auerbach,2210,latino,Aardvark University,116.0,1.5781680751538398,9,,,,,,,,,,
2210,Tom Vohra,2211,other,Mount Yo-yo College,63.0,1.764856038438448,7,,,,,,,,,,
2211,Matt Velez,2212,white,Mount Yo-yo College,72.0,1.3400454972248874,2,,,,,,,,,,
2212,Allen Brock,2213,aa,Institute of Banana Harvesting,124.0,2.656773707574931,9,,,,,,,,,,
2213,Tom Ashktorab,2214,other,Whale University,80.0,2.0168369504884214,7,,,,,,,,,,
2214,Chris Ghani,2215,white,Institute of Banana Harvesting,77.0,1.9530782610926556,8,,,,,,,,,,
2215,Tom Adhikari,2216,other,Institute of Banana Harvesting,220.0,3.045415866290069,10,,,,,,,,,,
2216,Zahra Eneva,2217,latino,Cappybara Community College,106.0,2.013737516917306,10,,,,,,,,,,
2217,Varoon Vohra,2218,latino,Institute of Banana Harvesting,150.0,1.736627040045734,4,,,,,,,,,,
2218,Vidhur Meinshausen,2219,aa,Cappybara Community College,106.0,2.047999088940728,7,,,,,,,,,,
2219,Varoon Velez,2220,white,Starfish University,171.0,3.611138763516245,9,,,,,,,,,,
2220,Matt Bashyakarla,2221,aa,Whale University,155.0,2.4919875983437714,8,,,,,,,,,,
2221,Andrea Alice,2222,white,Cranberry Lemon University,240,3.980652787381059,8,,,,,,,,,,
2222,Juan-Pablo Ashktorab,2223,white,Whale University,219.0,3.098420760209711,2,,,,,,,,,,
2223,Nihar D'Agnostino,2224,other,Cappybara Community College,126.0,1.5374861562879214,7,,,,,,,,,,
2224,John D'Agnostino,2225,white,Whale University,80.0,1.656994513581179,7,,,,,,,,,,
2225,John Bashyakarla,2226,other,Aardvark University,151.0,1.9746096047726631,7,,,,,,,,,,
2226,Sophia Shah,2227,latino,Starfish University,169.0,2.1987388411342255,7,,,,,,,,,,
2227,Allen Vohra,2228,white,Whale University,164.0,3.0957861790119074,9,,,,,,,,,,
2228,Vidhur Velez,2229,other,Whale University,178.0,2.1442973866830664,3,,,,,,,,,,
2229,Kayla Rowe,2230,other,Mount Yo-yo College,100.0,1.7068878683325042,2,,,,,,,,,,
2230,Paul Meinshausen,2231,white,Cappybara Community College,164.0,1.9498559435886516,3,,,,,,,,,,
2231,Sam Gee,2232,aa,Aardvark University,68.0,1.5655856719534516,10,,,,,,,,,,
2232,John Alice,2233,other,Institute of Banana Harvesting,96.0,1.2221977002032633,3,,,,,,,,,,
2233,Matt Velez,2234,latino,Aardvark University,183.0,2.828801850849924,0,,,,,,,,,,
2234,Chris Ashktorab,2235,aa,Cranberry Lemon University,240,3.771431619182864,4,,,,,,,,,,
2235,Sophia Gee,2236,white,Cranberry Lemon University,200.0,3.4944287169221315,5,,,,,,,,,,
2236,Elena Bashyakarla,2237,latino,Cappybara Community College,103.0,1.366253053742685,10,,,,,,,,,,
2237,Zahra D'Agnostino,2238,aa,Aardvark University,128.0,2.3880206887389432,0,,,,,,,,,,
2238,Kayla Rowe,2239,latino,Starfish University,189.0,3.310616353937656,3,,,,,,,,,,
2239,Allen Mader,2240,other,Institute of Banana Harvesting,60,1.5747788256694668,1,,,,,,,,,,
2240,Nathan Gee,2241,white,Mount Yo-yo College,121.0,1.7062994563304494,9,,,,,,,,,,
2241,Kayla Velez,2242,aa,Cranberry Lemon University,188.0,2.785422299931064,6,,,,,,,,,,
2242,Sam Leiby,2243,other,Whale University,194.0,3.540574621390343,10,,,,,,,,,,
2243,John Bashyakarla,2244,aa,Aardvark University,134.0,2.790521692517489,6,,,,,,,,,,
2244,Nick Rowe,2245,latino,Aardvark University,123.0,1.530778485374585,2,,,,,,,,,,
2245,Sam Brock,2246,other,Cappybara Community College,129.0,2.9033586055451766,5,,,,,,,,,,
2246,John Ashktorab,2247,white,Mount Yo-yo College,107.0,1.4490307250716739,5,,,,,,,,,,
2247,Paul Shah,2248,aa,Cranberry Lemon University,240,3.6139542197621672,0,,,,,,,,,,
2248,Kayla Shah,2249,other,Aardvark University,106.0,1.7571014637197142,5,,,,,,,,,,
2249,Michelangelo Shah,2250,aa,Starfish University,205.0,3.58686496674138,6,,,,,,,,,,
2250,Elena Ghani,2251,other,Starfish University,240,3.80180129747482,1,,,,,,,,,,
2251,Jonathan Adhikari,2252,white,Mount Yo-yo College,60,1.0335547462993082,4,,,,,,,,,,
2252,Michelangelo Gee,2253,aa,Whale University,149.0,2.2679838091754507,9,,,,,,,,,,
2253,Nathan Rowe,2254,other,Whale University,157.0,3.153087952957855,7,,,,,,,,,,
2254,Nathan McFowland,2255,white,Whale University,180.0,2.6150805163985966,7,,,,,,,,,,
2255,Varoon Adhikari,2256,white,Institute of Banana Harvesting,101.0,1.0087005224948853,4,,,,,,,,,,
2256,Rayid Brown,2257,latino,Whale University,157.0,2.949112987449568,9,,,,,,,,,,
2257,Sam Vohra,2258,white,Institute of Banana Harvesting,221.0,3.1588158299150546,2,,,,,,,,,,
2258,Juan-Pablo Plagge,2259,white,Whale University,128.0,2.0886831339090968,7,,,,,,,,,,
2259,Nathan McFowland,2260,other,Aardvark University,174.0,2.5827520980804604,3,,,,,,,,,,
2260,Zahra Ashktorab,2261,white,Mount Yo-yo College,60,1.0723212857869138,5,,,,,,,,,,
2261,Paul Auerbach,2262,aa,Mount Yo-yo College,116.0,2.706479272315754,5,,,,,,,,,,
2262,Edward Plagge,2263,white,Whale University,111.0,1.7767434515944809,3,,,,,,,,,,
2263,Sophia Ghani,2264,white,Starfish University,214.0,3.3229863579741203,9,,,,,,,,,,
2264,Tom Adhikari,2265,aa,Aardvark University,121.0,2.7798900938873032,4,,,,,,,,,,
2265,Tom Shah,2266,other,Institute of Banana Harvesting,66.0,1.8232086861960712,7,,,,,,,,,,
2266,Vidhur Lin,2267,white,Mount Yo-yo College,84.0,2.139354865197102,3,,,,,,,,,,
2267,Nathan Meinshausen,2268,aa,Mount Yo-yo College,97.0,1.2939875682812272,8,,,,,,,,,,
2268,Jonathan Rowe,2269,other,Institute of Banana Harvesting,69.0,1.1947634711745239,10,,,,,,,,,,
2269,Zahra Meinshausen,2270,aa,Mount Yo-yo College,60,1.3735108192310683,0,,,,,,,,,,
2270,Chris Su,2271,latino,Cranberry Lemon University,219.0,3.956806312927704,6,,,,,,,,,,
2271,Paul Shah,2272,latino,Starfish University,181.0,3.7037496807327086,5,,,,,,,,,,
2272,Juan-Pablo Velez,2273,latino,Cappybara Community College,145.0,2.2149976583353777,6,,,,,,,,,,
2273,Rayid Meinshausen,2274,latino,Whale University,220.0,2.8558200416137964,9,,,,,,,,,,
2274,Sophia Leiby,2275,white,Starfish University,240.0,3.4848569361039106,5,,,,,,,,,,
2275,Nihar Meinshausen,2276,aa,Cappybara Community College,97.0,1.8674063969831707,3,,,,,,,,,,
2276,Tom Shah,2277,latino,Whale University,136.0,1.467274313057355,10,,,,,,,,,,
2277,Varoon Ghani,2278,other,Aardvark University,121.0,1.2007222856248743,7,,,,,,,,,,
2278,Matt Leiby,2279,white,Institute of Banana Harvesting,101.0,1.863240325101156,8,,,,,,,,,,
2279,Elena D'Agnostino,2280,latino,Mount Yo-yo College,109.0,1.0739326920070664,7,,,,,,,,,,
2280,Matt Brock,2281,latino,Cranberry Lemon University,240,3.761998099122327,3,,,,,,,,,,
2281,Vidhur Plagge,2282,aa,Cappybara Community College,180.0,3.1033907689887856,1,,,,,,,,,,
2282,Zahra Brown,2283,white,Whale University,144.0,2.4963295834090786,8,,,,,,,,,,
2283,Edward Mader,2284,latino,Whale University,92.0,1.6535159489077025,4,,,,,,,,,,
2284,Edward Alice,2285,latino,Cranberry Lemon University,234.0,3.0777352655322554,6,,,,,,,,,,
2285,Vidhur Velez,2286,latino,Starfish University,214.0,3.1161147627100023,9,,,,,,,,,,
2286,John Vohra,2287,aa,Whale University,140.0,2.6621908560090075,8,,,,,,,,,,
2287,Michelangelo D'Agnostino,2288,white,Starfish University,240,3.6983746223480694,10,,,,,,,,,,
2288,Vidhur Brown,2289,latino,Mount Yo-yo College,60,1.129782922320826,10,,,,,,,,,,
2289,Varoon Lin,2290,aa,Cranberry Lemon University,232.0,3.962979562265505,1,,,,,,,,,,
2290,Zahra Eneva,2291,other,Cranberry Lemon University,215.0,3.596681748777928,4,,,,,,,,,,
2291,Andrea McFowland,2292,aa,Mount Yo-yo College,100.0,2.104812070575881,2,,,,,,,,,,
2292,Zahra Shah,2293,aa,Whale University,154.0,1.8379303884484939,0,,,,,,,,,,
2293,Jonathan Su,2294,white,Starfish University,192.0,3.6852858350279902,6,,,,,,,,,,
2294,Nathan Bashyakarla,2295,latino,Cranberry Lemon University,189.0,3.810265976123933,3,,,,,,,,,,
2295,Vidhur Bashyakarla,2296,white,Aardvark University,112.0,1.7675887184996502,1,,,,,,,,,,
2296,Tom Shah,2297,aa,Whale University,178.0,2.3277908884043814,5,,,,,,,,,,
2297,Tom Auerbach,2298,other,Aardvark University,137.0,2.5747721737575215,7,,,,,,,,,,
2298,Sam Gee,2299,latino,Institute of Banana Harvesting,60,1.0139283010262305,5,,,,,,,,,,
2299,Varoon Leiby,2300,other,Institute of Banana Harvesting,61.0,1.7857513358241996,0,,,,,,,,,,
2300,Matt Gee,2301,white,Cranberry Lemon University,240,3.9150601547282404,0,,,,,,,,,,
2301,Elena Brock,2302,white,Starfish University,137.0,1.5126527841890145,6,,,,,,,,,,
2302,Paul Bashyakarla,2303,other,Cranberry Lemon University,240,3.5529070253914554,0,,,,,,,,,,
2303,Sam Shah,2304,white,Institute of Banana Harvesting,240,3.6578664668452703,7,,,,,,,,,,
2304,Matt McFowland,2305,aa,Cappybara Community College,113.0,2.229173067445187,10,,,,,,,,,,
2305,Matt Gee,2306,white,Cranberry Lemon University,240,3.7439771835815643,4,,,,,,,,,,
2306,Juan-Pablo Plagge,2307,aa,Aardvark University,139.0,2.1186485492646185,2,,,,,,,,,,
2307,Allen Leiby,2308,other,Starfish University,228.0,3.4415536900794272,3,,,,,,,,,,
2308,Juan-Pablo McFowland,2309,aa,Starfish University,199.0,3.4752997732860713,4,,,,,,,,,,
2309,Rayid McFowland,2310,white,Aardvark University,183.0,2.224705484105055,5,,,,,,,,,,
2310,Sam Velez,2311,aa,Institute of Banana Harvesting,73.0,1.1681255355736315,1,,,,,,,,,,
2311,Sam Jacobs,2312,other,Institute of Banana Harvesting,203.0,2.8772604852778976,4,,,,,,,,,,
2312,Sophia Leiby,2313,white,Institute of Banana Harvesting,86.0,1.6292515881664087,5,,,,,,,,,,
2313,Chris D'Agnostino,2314,aa,Starfish University,199.0,2.87675798833582,4,,,,,,,,,,
2314,Tom Brock,2315,aa,Institute of Banana Harvesting,87.0,2.2836231322684557,9,,,,,,,,,,
2315,Sophia Mader,2316,other,Institute of Banana Harvesting,60,1.166422764802054,2,,,,,,,,,,
2316,Rayid Jacobs,2317,white,Aardvark University,65.0,1.0201879081027667,4,,,,,,,,,,
